,1/11/2008,1/18/2008,1/25/2008,2/1/2008,2/8/2008,2/15/2008,2/22/2008,2/29/2008,3/7/2008,3/14/2008,3/20/2008,3/28/2008,4/4/2008,4/11/2008,4/18/2008,4/25/2008,5/2/2008,5/9/2008,5/16/2008,5/23/2008,5/30/2008,6/6/2008,6/13/2008,6/20/2008,6/27/2008,7/3/2008,7/11/2008,7/18/2008,7/25/2008,8/1/2008,8/8/2008,8/15/2008,8/22/2008,8/29/2008,9/5/2008,9/12/2008,9/19/2008,9/26/2008,10/3/2008,10/10/2008,10/17/2008,10/24/2008,10/31/2008,11/7/2008,11/14/2008,11/21/2008,11/28/2008,12/5/2008,12/12/2008,12/19/2008,12/26/2008,1/2/2009,1/9/2009,1/16/2009,1/23/2009,1/30/2009,2/6/2009,2/13/2009,2/20/2009,2/27/2009,3/6/2009,3/13/2009,3/20/2009,3/27/2009,4/3/2009,4/9/2009,4/17/2009,4/24/2009,5/1/2009,5/8/2009,5/15/2009,5/22/2009,5/29/2009,6/5/2009,6/12/2009,6/19/2009,6/26/2009,7/2/2009,7/10/2009,7/17/2009,7/24/2009,7/31/2009,8/7/2009,8/14/2009,8/21/2009,8/28/2009,9/4/2009,9/11/2009,9/18/2009,9/25/2009,10/2/2009,10/9/2009,10/16/2009,10/23/2009,10/30/2009,11/6/2009,11/13/2009,11/20/2009,11/27/2009,12/4/2009,12/11/2009,12/18/2009,12/24/2009,12/31/2009,1/8/2010,1/15/2010,1/22/2010,1/29/2010,2/5/2010,2/12/2010,2/19/2010,2/26/2010,3/5/2010,3/12/2010,3/19/2010,3/26/2010,4/1/2010,4/9/2010,4/16/2010,4/23/2010,4/30/2010,5/7/2010,5/14/2010,5/21/2010,5/28/2010,6/4/2010,6/11/2010,6/18/2010,6/25/2010,7/2/2010,7/9/2010,7/16/2010,7/23/2010,7/30/2010,8/6/2010,8/13/2010,8/20/2010,8/27/2010,9/3/2010,9/10/2010,9/17/2010,9/24/2010,10/1/2010,10/8/2010,10/15/2010,10/22/2010,10/29/2010,11/5/2010,11/12/2010,11/19/2010,11/26/2010,12/3/2010,12/10/2010,12/17/2010,12/23/2010,12/31/2010,1/7/2011,1/14/2011,1/21/2011,1/28/2011,2/4/2011,2/11/2011,2/18/2011,2/25/2011,3/4/2011,3/11/2011,3/18/2011,3/25/2011,4/1/2011,4/8/2011,4/15/2011,4/21/2011,4/29/2011,5/6/2011,5/13/2011,5/20/2011,5/27/2011,6/3/2011,6/10/2011,6/17/2011,6/24/2011,7/1/2011,7/8/2011,7/15/2011,7/22/2011,7/29/2011,8/5/2011,8/12/2011,8/19/2011,8/26/2011,9/2/2011,9/9/2011,9/16/2011,9/23/2011,9/30/2011,10/7/2011,10/14/2011,10/21/2011,10/28/2011,11/4/2011,11/11/2011,11/18/2011,11/25/2011,12/2/2011,12/9/2011,12/16/2011,12/23/2011,12/30/2011,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/5/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013
1.5_5_350,96061,73620,51807,39712,17572,13135,23524,23003,27515,29323,3604,3681,-7519,-4468,-16355,-13193,-4691,2276,12235,7734,22206,32580,33127,45352,48596,52170,52575,43651,39622,42312,33449,41916,40369,60227,55510,41223,9746,-3640,-18879,-44584,-61653,-94983,-124456,-125250,-160738,-192187,-205887,-206062,-208399,-200434,-190367,-165194,-155373,-162855,-148745,-149830,-144984,-137656,-122655,-112336,-102713,-123757,-112894,-97745,-79547,-61247,-37335,-15069,5836,13015,18442,39239,73280,92629,122999,138928,170171,200714,229065,222222,249130,272833,299872,335955,368841,400255,421515,454324,462111,499852,534382,549917,583636,613521,609510,634822,659612,689664,719554,738972,766450,791556,815085,844258,858221,877179,905317,919215,934797,952266,975528,994352,1013257,1033668,1052530,1064828,1088170,1106420,1121127,1134074,1137078,1107197,1105167,1081206,1089659,1098412,1103818,1112297,1098839,1066347,1079124,1087677,1094073,1102325,1111014,1099908,1103938,1108443,1114263,1122754,1132172,1142374,1159418,1166845,1178428,1194396,1206490,1216348,1223240,1230540,1238856,1238646,1249869,1258102,1273353,1295519,1300326,1303545,1317533,1325250,1324454,1335095,1347599,1359164,1368440,1370896,1370171,1379446,1393600,1407379,1416386,1426066,1436212,1431382,1447160,1458770,1470297,1480532,1486276,1499933,1502529,1481971,1493448,1504629,1514135,1509678,1467191,1464849,1446229,1445841,1449613,1445995,1422715,1397371,1398355,1389906,1388989,1391765,1384107,1386691,1392779,1399152,1403567,1382623,1394969,1390228,1400583,1425885,1446200,1456397,1478938,1489792,1501761,1520527,1540989,1566235,1583923,1599491,1612530,1634705,1653266,1675400,1693285,1713168,1722250,1739676,1752296,1759352,1766719,1789670,1791143,1799115,1807057,1816511,1829011,1841121,1854480,1866284,1874820,1886236,1908646,1926955,1951668,1972162,1981273,1994744,2005420,2018191,2028018,2028754,2039247,2053894,2061938,2061314,2071945,2086945,2097601,2106829,2112706,2133524,2133692,2143216,2158434,2174546,2184789,2198298,2215225
1.0_21_400,96968,78820,64997,59820,44821,46247,52220,54042,58728,63310,44998,44381,33965,41157,36496,43160,51159,58427,64543,60058,71252,80964,80628,90863,97866,103728,103820,100173,99683,102275,96344,102160,106761,119684,124984,113678,86719,72446,53315,22759,18300,12189,706,-1047,-38530,-63366,-71612,-69333,-67532,-61014,-49263,-33336,-19308,-27665,-12718,-8631,-1101,4313,24006,33773,43351,34155,42043,54407,67099,80705,102561,121604,142727,148207,160662,180920,205642,227375,253561,270931,299509,327483,355154,351501,380063,404524,424521,452303,484267,517566,540199,575970,585668,616058,645206,660914,692481,720654,716751,739633,764619,789533,811743,832527,859638,885362,906730,929594,943691,962124,985153,1006696,1020650,1036202,1053643,1071982,1089015,1106948,1123722,1135075,1151767,1171058,1185627,1198157,1203842,1177576,1176086,1158362,1164757,1169844,1175423,1182706,1176090,1144690,1148746,1155671,1161780,1169158,1175351,1167980,1172370,1177541,1182838,1193010,1203824,1212024,1222683,1229982,1241911,1254624,1265504,1274928,1285571,1291209,1299577,1299487,1310903,1318943,1328197,1341542,1347104,1354029,1366994,1374382,1373893,1384382,1393529,1402502,1412608,1416932,1414851,1421944,1432856,1444532,1452205,1463182,1474186,1470136,1482210,1494993,1505977,1518448,1524293,1535164,1539828,1524090,1535356,1542425,1546663,1544989,1506284,1500241,1493559,1494022,1496210,1498514,1478305,1455415,1456881,1453117,1455333,1457298,1451147,1455825,1464232,1473949,1481282,1465189,1476746,1477101,1487307,1502293,1517022,1529296,1544422,1555530,1566642,1582591,1597134,1616513,1630081,1645379,1656077,1673643,1690743,1707277,1726149,1742763,1754435,1772033,1787930,1796119,1800072,1806090,1806190,1816771,1825826,1840199,1851775,1860687,1873765,1885756,1896098,1904176,1918738,1931363,1947044,1964789,1979477,1992697,2000279,2008645,2017359,2018778,2026715,2032909,2040776,2040820,2047407,2055603,2062952,2071013,2073571,2085503,2082359,2092634,2104149,2114533,2123137,2133463,2144066
1.5_10_400,98609,81425,63521,58020,44655,44625,51994,53394,58152,61531,41078,41172,33900,40663,34370,37557,44319,51117,59897,57644,64805,75600,76245,85672,91842,94692,94921,93953,92922,93666,88139,94692,97229,112682,116575,110775,84125,72430,56544,37534,36090,9802,-11755,-12568,-52782,-69995,-78580,-79079,-78546,-71936,-62673,-47263,-36429,-39942,-31798,-29678,-20930,-10960,2723,7267,16844,3438,11828,21439,38144,57250,76309,97815,118886,126011,136552,154270,181850,202682,227155,242052,266067,295093,322920,319941,339529,361551,386048,415838,448037,480418,505217,537255,549706,579456,612454,628527,657551,685448,684214,702611,726703,748974,775453,796273,822382,845327,865825,888364,903692,921803,945840,960122,970800,988743,1006230,1022467,1040587,1057758,1075198,1088593,1108825,1127678,1141185,1154392,1158399,1130746,1129217,1110992,1116171,1123543,1130036,1137000,1130157,1100933,1102765,1110483,1116585,1124697,1131767,1122827,1127424,1133157,1141834,1149200,1156469,1166494,1179339,1187656,1198656,1211346,1222409,1232993,1238322,1245086,1252854,1252737,1263159,1270586,1284446,1301630,1306375,1312001,1323779,1331953,1333202,1341916,1351744,1362814,1372749,1374321,1373185,1380930,1390801,1403157,1412558,1421412,1430108,1426687,1438223,1450710,1460590,1473754,1479836,1486500,1488437,1471308,1479241,1486903,1493409,1491026,1454811,1453186,1445652,1447008,1450958,1452702,1434893,1411255,1413275,1409733,1410807,1412297,1410901,1414934,1423111,1433969,1439930,1431693,1440094,1441338,1449438,1463930,1478477,1488876,1504612,1515981,1527844,1546116,1563767,1584411,1599485,1613763,1624523,1639484,1656913,1675468,1692815,1705032,1716794,1732959,1746724,1751823,1756936,1771053,1769497,1781654,1789537,1799717,1811887,1820011,1830954,1841109,1849640,1857019,1871027,1888608,1908222,1926940,1939149,1949966,1961838,1971123,1980226,1981913,1991071,1997688,2004334,2004333,2010981,2018693,2027084,2034921,2037201,2050574,2053503,2061902,2074171,2086800,2096479,2109242,2123925
1.75_5_350,96090,73388,53559,43327,23601,19525,27019,27309,32936,34304,9440,10161,-3043,-635,-12491,-8682,-2293,4023,12634,8594,20139,30325,32871,43412,45339,46447,47857,39185,35377,37371,29575,37929,37160,55022,48363,37693,5239,-6435,-16303,-36158,-47882,-75627,-99446,-99058,-129492,-159666,-167895,-169871,-171819,-164033,-153051,-128481,-120088,-126447,-116099,-115854,-114251,-106219,-91741,-82835,-75936,-98233,-88154,-75410,-59906,-45147,-23855,-2764,17372,24702,32870,54642,85530,104416,133639,150618,179607,208994,236655,230452,254624,277210,302379,337532,368701,398940,419761,449274,455995,492792,525389,543673,576869,605825,603531,627294,650774,679896,708112,729109,755047,779811,802503,830464,845054,863316,888889,900452,915509,930592,951117,970343,988205,1007128,1025619,1036936,1058968,1076809,1089952,1102133,1104652,1074996,1072066,1047792,1056397,1062392,1066554,1073734,1060710,1029619,1037931,1045955,1050545,1057113,1065161,1053821,1059151,1064848,1068113,1075394,1085185,1094746,1110910,1118918,1129693,1144021,1153835,1163422,1168451,1175498,1182881,1183333,1192972,1201317,1216316,1237197,1243192,1245782,1257617,1266076,1265116,1274768,1285807,1294224,1302899,1305384,1304852,1313608,1326709,1338633,1348976,1357810,1366192,1361813,1376620,1387390,1397955,1406360,1411702,1424606,1428310,1409202,1418420,1427988,1436313,1430320,1392332,1390805,1374906,1375850,1381154,1378801,1358293,1333345,1333769,1328285,1327058,1329911,1322689,1326424,1332549,1337767,1341960,1321626,1332665,1329594,1338889,1361213,1378589,1388742,1408163,1418133,1429581,1446953,1467077,1489516,1506971,1523541,1536620,1558832,1577357,1597621,1614715,1631729,1641014,1657110,1668428,1675907,1684446,1704249,1706170,1716347,1724646,1732169,1743816,1756233,1768475,1778686,1787612,1798461,1820913,1837737,1860657,1878654,1886384,1897962,1909254,1921617,1931374,1932278,1941488,1954265,1962003,1961605,1971516,1984869,1994904,2002481,2007669,2026525,2024209,2031676,2046016,2059982,2069107,2081670,2097314
1.0_5_300,88731,64554,37194,20625,-19,-4918,6358,4660,3655,4252,-24391,-28523,-40863,-38105,-51939,-46318,-40172,-36035,-27876,-34948,-17336,-5682,-8560,3415,6463,10101,7976,-861,-8247,-6701,-15328,-8784,-10355,10793,6361,-8665,-44239,-63439,-89466,-123451,-154624,-190841,-226542,-232700,-269451,-299827,-321342,-327253,-334421,-331279,-323889,-302410,-290247,-304714,-286540,-292428,-287390,-287893,-267558,-257537,-250266,-273228,-264450,-249144,-228117,-209329,-181377,-157170,-136639,-130288,-126382,-105366,-67176,-46722,-15822,-2340,30036,63655,90154,78420,107182,132238,158114,194428,230396,264286,285033,322865,329279,366538,401999,415280,448601,478513,474293,501403,528994,558482,589013,607446,634569,660329,684807,716047,728846,747275,776550,792628,806173,829603,858674,877887,896296,917479,933607,946184,970596,991428,1004913,1016139,1016066,985082,983227,958089,962549,975170,981884,991774,975960,945328,955057,963866,970788,983145,992854,979882,983081,984796,987295,1001129,1014037,1026188,1043886,1051338,1061412,1079421,1093575,1100191,1108629,1112633,1118136,1115157,1129113,1137574,1153186,1176652,1180793,1183963,1198300,1207345,1203086,1216118,1229690,1242308,1250347,1249546,1244931,1253748,1268806,1282173,1289537,1300550,1307628,1304285,1321447,1335518,1350615,1360983,1364776,1381881,1380924,1360525,1375674,1387944,1395984,1388817,1351318,1343551,1318894,1316335,1313686,1308243,1285319,1258990,1252752,1232307,1224952,1227023,1219404,1217828,1221195,1225394,1230900,1209565,1226664,1219470,1229006,1259233,1285124,1295477,1318233,1331156,1341697,1363906,1385958,1415397,1431192,1445433,1458210,1480853,1500618,1524749,1544472,1565127,1572958,1592014,1605836,1607762,1616038,1639804,1636466,1643097,1647505,1659522,1671902,1682717,1694325,1703669,1714118,1725197,1747784,1767413,1791941,1817023,1825615,1841886,1850440,1864068,1873942,1874480,1883432,1898526,1907314,1906484,1918313,1934975,1945925,1954664,1956289,1980452,1978684,1990968,2007480,2025306,2036342,2049168,2066455
1.25_10_350,98860,78798,54664,45736,28888,26149,31498,30662,34333,36083,10591,9377,-3387,2375,-7988,-3207,2049,7686,15092,10435,18314,29496,28891,38241,43643,46444,44308,39912,36107,35708,24850,31475,31875,49381,46112,36683,4598,-12434,-34962,-59611,-64142,-95775,-123298,-126057,-164970,-188997,-202053,-203020,-203290,-196227,-186950,-169743,-157205,-166308,-157044,-157452,-151039,-144514,-132145,-126681,-119401,-139809,-130338,-119188,-101603,-80533,-59085,-37057,-15106,-7734,2711,22419,54072,74142,100550,113974,141595,173535,201747,195176,218450,241715,268087,299321,333832,367679,390282,424952,436028,468082,502704,517136,549645,578243,575875,596410,621636,646777,674742,694593,721740,747128,769933,795388,810955,830382,855973,871948,882274,903298,923812,942160,960104,978470,997236,1010999,1033437,1053087,1067122,1079997,1081462,1049771,1047310,1022883,1028308,1037064,1044231,1052037,1041162,1010443,1012489,1020285,1025020,1034191,1041585,1031253,1036225,1040729,1045416,1054646,1061919,1071510,1086828,1095410,1106903,1120830,1132247,1141330,1147418,1151860,1161711,1159934,1172391,1180023,1193101,1212803,1216903,1220427,1232535,1241356,1240604,1248792,1258854,1270731,1282158,1282236,1280373,1288655,1299634,1311403,1319642,1328704,1337817,1333496,1346481,1360764,1370333,1378265,1384120,1392086,1394022,1374154,1382160,1390630,1397878,1391132,1352321,1349803,1337230,1337435,1339774,1335048,1315588,1289199,1288676,1277280,1276315,1276673,1271690,1273339,1280624,1288176,1292452,1278351,1289255,1285570,1293351,1311132,1327296,1339876,1356966,1368933,1380186,1400197,1418414,1441924,1457346,1470967,1482719,1499310,1518679,1539022,1558204,1573268,1583838,1600308,1615173,1618820,1626033,1642068,1639506,1650603,1659749,1669407,1683547,1693143,1704585,1715205,1725411,1734225,1749161,1767600,1788801,1807568,1818750,1827986,1838402,1848983,1857936,1858954,1866440,1874143,1881231,1879952,1887127,1896350,1903959,1911643,1914239,1929675,1928833,1938147,1952528,1965064,1973679,1984650,1998576
2.0_5_350,97551,74005,56763,48475,31577,28222,35268,35456,39548,39415,19797,21668,8602,11169,309,4135,9158,14990,23414,19527,28477,38832,40883,50989,53374,53161,54025,46577,43980,45092,38315,46182,46167,62297,55562,45415,14696,5681,-2808,-16542,-25096,-48231,-64942,-66724,-90920,-118568,-124591,-126995,-128082,-121184,-110847,-87232,-78840,-82958,-75319,-72714,-72603,-64119,-51680,-42747,-36527,-58884,-50029,-40255,-26640,-14995,3336,22031,41414,48694,58414,79365,107441,126254,154700,172392,199947,226987,252465,247822,269075,291620,315426,350170,378558,407791,429773,456677,464753,499890,531298,550614,582239,610017,607370,629063,651103,680025,706343,727511,752694,775590,796433,823222,838414,855301,878875,887544,900440,913715,931757,950069,968355,985280,1004448,1015561,1034841,1051375,1064843,1074697,1075869,1042720,1041469,1017476,1024013,1029388,1032775,1039011,1025516,994760,999238,1005779,1009736,1015014,1022917,1012856,1017301,1022777,1026006,1032066,1041276,1050794,1064299,1071423,1081679,1095341,1104503,1111954,1116441,1123526,1130637,1131443,1139325,1147790,1161848,1182173,1187602,1190995,1201460,1209514,1208464,1218350,1228604,1236606,1245341,1245505,1246484,1254226,1266948,1278773,1288829,1297935,1305924,1302981,1315357,1324958,1334455,1342112,1346569,1356816,1361160,1342788,1350254,1358114,1363268,1357333,1322513,1321815,1308979,1311003,1316004,1315179,1296429,1274242,1273174,1268642,1267928,1270323,1263289,1266497,1271800,1275976,1280237,1262169,1271522,1268784,1279371,1299626,1315243,1324531,1342797,1351235,1361439,1376626,1395727,1414482,1431463,1447136,1459320,1480470,1497994,1516946,1532096,1547393,1556484,1570945,1581414,1588805,1597493,1614584,1616903,1627930,1636972,1643252,1652936,1665713,1677017,1684654,1691603,1702361,1724635,1739797,1761665,1777848,1785634,1796289,1806810,1818077,1826848,1827661,1836092,1847459,1853883,1853635,1861976,1874677,1883225,1890896,1895149,1911984,1904254,1910555,1924377,1936640,1944191,1956400,1971872
1.25_5_300,90961,66817,41763,26431,5691,1710,10108,8496,8647,7380,-19891,-21357,-34911,-30751,-45146,-41976,-36967,-31935,-24417,-31484,-16688,-5648,-7986,2821,3692,2731,1529,-8138,-15295,-14432,-24506,-16195,-17977,2801,-4353,-19395,-55061,-72139,-92873,-122037,-147846,-183909,-216134,-222689,-256246,-288179,-305583,-312887,-318416,-312976,-303593,-281212,-270694,-281611,-267377,-270453,-269199,-267347,-253383,-243265,-235652,-258342,-249022,-235467,-216795,-199723,-174368,-152228,-130400,-123409,-117792,-96739,-61679,-41693,-10251,3780,34531,67495,96227,85937,114330,139402,166033,202238,235939,268044,288285,322770,331313,367935,403269,416770,449538,480019,475296,500613,526116,555774,585153,604349,631456,656411,679178,708545,721241,739477,766850,780000,794644,815030,840248,859268,877988,899911,915698,927751,949639,967840,981103,992261,993030,961535,959050,930700,934788,943293,947153,956129,941557,910267,915544,922212,926147,935651,945148,932163,935441,935436,936998,947284,958183,968006,983607,989324,999148,1016133,1029019,1035615,1041918,1047186,1054201,1051048,1062723,1072463,1087926,1109377,1114600,1117304,1129401,1136179,1131621,1143760,1155979,1166189,1173690,1171493,1168178,1175031,1188724,1202098,1209787,1219914,1228841,1225244,1241590,1254697,1267326,1274742,1280786,1295660,1296465,1275333,1286828,1296488,1301971,1294176,1255058,1251815,1229867,1228486,1231399,1225381,1202613,1175132,1169725,1154432,1147840,1149383,1140797,1140259,1143836,1146386,1149045,1127254,1141735,1135798,1145533,1172791,1194366,1204934,1225333,1238019,1248207,1267599,1288003,1313909,1330065,1346046,1358742,1381132,1399861,1422733,1441047,1460305,1468756,1485347,1498347,1500236,1506698,1525837,1525332,1532160,1539396,1548700,1561755,1572302,1584359,1591844,1600035,1611878,1633464,1651530,1676184,1698147,1704794,1719224,1729516,1742309,1751747,1752315,1761012,1773813,1782380,1780793,1790700,1805143,1814851,1823463,1827062,1849265,1842699,1853120,1868248,1884021,1894629,1907475,1923312
1.75_10_400,98221,82746,68402,65785,55325,55937,60535,61778,65836,68940,50944,52197,48140,53825,49153,51380,57897,63683,71256,68775,74117,82987,83119,91615,96760,98388,98082,97365,97841,98226,92011,98061,101533,115430,116358,112947,90230,81676,69444,53718,52602,31954,18102,18655,-17004,-31703,-36513,-36699,-38307,-32508,-21377,-8733,1166,2967,8718,13395,19727,29188,39668,43492,53018,41000,48035,54835,68313,83307,99561,118752,137256,144112,156144,173117,197824,217277,239309,254224,274942,300930,326352,328541,345224,364994,389347,417578,447478,478242,505010,533062,545170,572506,603901,621901,649699,675712,674902,691167,713023,733406,757820,778829,803047,823925,842667,863074,878304,894858,915799,927833,936700,952288,967021,981990,1000503,1015844,1032006,1044872,1063074,1079962,1092469,1103968,1107366,1082590,1081841,1064861,1068918,1074076,1079993,1085556,1081510,1053321,1054648,1060372,1063963,1070669,1075304,1067075,1069835,1076326,1083065,1088872,1095522,1104531,1115385,1121837,1130665,1141385,1150574,1159042,1163916,1169197,1175234,1176517,1185369,1190476,1203162,1217746,1222103,1227989,1237115,1244802,1245456,1251603,1261261,1270578,1279019,1280717,1280220,1286821,1295396,1306058,1313960,1321958,1330524,1327198,1337050,1347580,1355953,1365542,1370831,1375493,1378969,1361441,1367325,1373267,1378022,1375273,1341662,1341531,1337057,1337883,1340992,1342543,1326986,1305028,1305268,1301489,1302008,1302073,1296109,1300477,1306374,1313266,1316932,1313408,1320203,1320205,1327182,1339355,1349646,1359182,1371491,1380310,1391747,1407094,1422234,1440446,1454048,1466609,1476765,1490211,1506452,1523595,1539792,1550869,1562011,1576179,1588513,1593012,1598966,1610754,1610518,1621459,1630171,1638189,1648829,1656496,1667273,1675537,1683201,1688755,1701164,1716904,1734683,1751530,1762293,1770950,1782405,1791361,1799360,1801079,1808492,1813361,1819334,1819237,1824786,1831335,1839577,1846776,1849386,1860770,1860898,1867436,1878379,1889062,1897515,1908414,1922085
1.5_5_300,91853,69525,47841,34597,13617,9335,14782,13055,14572,12076,-12945,-13007,-26682,-23629,-37339,-34776,-28501,-24272,-16885,-23234,-11662,-1100,-2046,8721,8747,7536,4981,-5177,-10377,-9623,-19081,-10718,-12331,6707,-358,-15221,-49852,-62711,-80674,-103389,-123050,-155152,-182256,-186697,-218574,-249471,-262627,-269822,-274198,-268089,-257942,-234497,-226556,-236665,-224679,-225900,-227110,-222338,-213243,-203234,-197398,-220529,-210726,-200038,-185340,-169600,-147704,-126800,-107073,-100380,-94545,-74634,-42478,-23329,7141,23070,53941,84484,112835,105298,131132,154617,181468,217551,250437,281371,302731,334340,342217,379798,413968,429459,463178,493113,489172,514534,539374,568966,598414,617835,643985,666902,689222,718395,731587,750186,774042,785236,799290,816429,838851,857245,875006,895517,913681,925066,947018,964136,976403,986942,987925,953412,949074,921181,925684,931667,935526,943053,928079,897474,900309,907002,907484,914970,922619,909161,911803,913934,914693,923434,931936,941288,955801,962668,973521,989839,1000497,1006057,1010799,1017261,1025157,1020721,1030324,1038195,1052938,1074092,1078264,1080210,1090804,1097260,1093613,1104604,1115932,1123492,1130644,1129172,1128756,1136207,1149697,1162926,1170827,1178895,1187928,1183643,1198135,1208869,1219527,1224434,1229240,1242477,1244502,1222781,1232502,1240978,1245657,1238247,1199368,1197576,1179136,1179334,1182423,1173942,1151832,1124791,1121984,1111309,1108198,1109048,1099173,1096846,1102263,1104116,1107431,1085179,1097675,1092124,1101807,1126349,1143384,1153699,1172159,1182987,1192392,1210170,1229148,1252624,1269066,1284644,1296515,1318582,1336813,1358619,1374979,1394141,1402783,1418017,1429077,1432309,1438976,1456827,1457939,1465411,1471996,1479995,1491981,1503411,1514278,1520202,1527600,1538740,1559588,1576723,1601116,1619587,1625152,1638383,1648785,1661007,1669895,1670732,1680696,1691914,1699416,1698644,1707928,1722442,1732182,1740622,1745300,1766118,1756243,1764693,1778923,1791925,1800426,1813587,1829002
1.25_21_400,96980,79339,72564,69396,58138,60801,65006,65781,69769,72282,57262,57207,49171,54436,51174,53542,60967,65956,69559,67110,73823,82688,83251,91750,97700,100615,100282,96144,95974,97989,91221,96677,100724,111563,110303,100474,75340,64980,49950,29681,28006,25087,20384,18050,-13479,-35832,-38208,-38409,-36550,-32773,-23639,-13254,-872,-6515,3373,8976,14672,23269,35183,43601,49781,41772,47531,56050,64207,73781,90628,107086,125056,131566,143802,161563,180976,201088,223749,241307,266305,289663,315241,314375,338890,359727,375781,399972,427701,458589,483353,514785,525146,551339,576537,591918,621833,646810,645215,664911,687060,708072,726323,744783,769629,792909,811860,830737,844414,861121,880058,898138,909946,921588,934797,951164,966641,981679,996067,1005687,1020230,1038043,1050734,1061159,1066132,1035378,1034865,1018660,1022286,1025030,1029297,1034825,1028227,999244,1001371,1006707,1009805,1014385,1018134,1011686,1017287,1022413,1026923,1034188,1041912,1048220,1056478,1062279,1069975,1080204,1089434,1095922,1103616,1110817,1117270,1118311,1127059,1133388,1141337,1152617,1158876,1167565,1177007,1183700,1185691,1193357,1200528,1205880,1214124,1217827,1216482,1220621,1229550,1239272,1245420,1254289,1263222,1260136,1270217,1280324,1288622,1296391,1302432,1309770,1314608,1298290,1306437,1311471,1314793,1313254,1274931,1271447,1267451,1268202,1271050,1270981,1255837,1235255,1237228,1234477,1236074,1237060,1228881,1232375,1238429,1246197,1251640,1240828,1249365,1250799,1259057,1269913,1280322,1290168,1300750,1308242,1318392,1331046,1345044,1359402,1371721,1385957,1395196,1409420,1423440,1435924,1451978,1467183,1477095,1491900,1505809,1512007,1514381,1517921,1519453,1530123,1537697,1546951,1557946,1566557,1578942,1587113,1594521,1602270,1614782,1624182,1637677,1651262,1663602,1673778,1681408,1686840,1694065,1694311,1701782,1705522,1711451,1711010,1717416,1723442,1729145,1736039,1738984,1748151,1744636,1752188,1761309,1766562,1773925,1783004,1791996
1.0_10_300,90562,67757,41665,31165,12024,7403,14303,13499,15234,13331,-13655,-16442,-30853,-27543,-39413,-33132,-27631,-24051,-18206,-25213,-16102,-5107,-6623,1059,2481,3623,-1353,-7522,-14843,-14437,-25817,-19557,-21326,-1868,-8302,-22569,-56706,-75722,-101837,-128487,-141238,-177106,-209904,-218101,-255345,-281362,-301973,-310701,-314784,-308705,-300911,-282369,-267963,-279509,-269364,-274009,-270441,-270657,-257663,-251702,-245801,-267454,-259566,-247657,-227407,-210592,-185814,-163504,-142250,-136020,-127037,-107252,-74062,-52103,-23423,-11022,18758,51126,77129,67049,93077,116024,143205,176210,212637,246568,268621,306142,316008,351109,386459,399190,432470,460446,456584,480266,506292,533939,563227,583000,610244,634977,657115,685205,698335,717350,739336,754976,764994,788186,811565,829397,844727,865228,883219,896119,918931,939609,953633,966121,966884,934221,932476,903189,907434,916191,921752,929896,917955,887161,885137,891858,893982,903657,910992,899461,903233,905018,904066,915013,924767,934575,950207,958530,969485,984709,994717,1002812,1010228,1012349,1022276,1019169,1032512,1040409,1053330,1073930,1077297,1079100,1089056,1097912,1094240,1104026,1114363,1124483,1132323,1129918,1126305,1133015,1145377,1156381,1163149,1172612,1179747,1177965,1192010,1204845,1216286,1222960,1225502,1235822,1234251,1213527,1223823,1231868,1236599,1228161,1189231,1181028,1166092,1162132,1163526,1153350,1130886,1102862,1099159,1081549,1075538,1075333,1070298,1067068,1074732,1076910,1079922,1061418,1075145,1070049,1077910,1098858,1115664,1128360,1144534,1158035,1168979,1189488,1208069,1233646,1247994,1262405,1275405,1293120,1312891,1334554,1355535,1372159,1382206,1398572,1412915,1414898,1421282,1435233,1431639,1439523,1446349,1457524,1470031,1479049,1490422,1498271,1508662,1518024,1535143,1554794,1577336,1599125,1609025,1620329,1630497,1642597,1652375,1650384,1658636,1664401,1673080,1670239,1677464,1688449,1697745,1705278,1707131,1725222,1718486,1727364,1741912,1755902,1764652,1776254,1789431
